"status","markdown_path","titulo_extraido","subtitulo_extraido","tags_extraidas","link"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-crimes-contra-o-sistema-financeiro-97eee37e.md","PF combate crimes contra o sistema financeiro","O alvo principal desta ação estaria envolvido em 80 contratos fraudulentos com prejuízo de mais de R$ 4 milhões a uma única instituição financeira","Operação PF | Rio Grande do Sul | Fraudes","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/11/pf-combate-crimes-contra-o-sistema-financeiro"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-crimes-de-abuso-sexual-infantil-em-mato-grosso-do-sul-e69db734.md","PF combate crimes de abuso sexual infantil em Mato Grosso do Sul","Foi cumprido mandado de busca e apreensão em uma residência na cidade de Campo Grande/MS","Operação PF | Polícia Federal | Mato Grosso do Sul","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/01/pf-combate-crimes-de-abuso-sexual-infantil-em-mato-grosso-do-sul"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-crimes-de-lavagem-de-capitais-e-organizacao-criminosa-dde2436b.md","PF combate crimes de lavagem de capitais e organização criminosa","Grupo movimentou mais de 230 milhões de reais usando comércio de redes e mantas como fachada.","PB | Operação PF | Lavagem de capitais | Destaque | Paraíba","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/12/pf-combate-crimes-de-lavagem-de-capitais-e-organizacao-criminosa"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-desvios-de-recursos-publicos-em-uberaba-mg-ccb033b7.md","PF combate desvios de recursos públicos em Uberaba/MG","Operação Monturo desarticula esquema de desvios de recursos públicos da Prefeitura destinados à limpeza urbana","Operação PF | Uberaba/MG | Desvio de recursos públicos | prefeitura | Destaque | serviço de limpeza urbana","https://www.gov.br/pf/pt-br/assuntos/noticias/2020/05-noticias-de-maio/pf-combate-desvios-de-recursos-publicos-em-uberaba-mg"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-disseminacao-de-pornografia-com-conteudo-infantojuvenil-em-criciuma-sc-0b5bef18.md","PF combate disseminação de pornografia com conteúdo infantojuvenil em Criciúma/SC","Suspeito utilizava softwares para compartilhamento dos arquivos com usuários do mundo todo","Operação PF | Pornografia infantil","https://www.gov.br/pf/pt-br/assuntos/noticias/2020/10-noticias-de-outubro-de-2020/pf-combate-disseminacao-de-pornografia-com-conteudo-infantojuvenil-em-criciuma-sc"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-extracao-e-comercializacao-ilegal-de-madeiras-de-terras-indigenas-no-maranhao-a49408fd.md","PF combate extração e comercialização ilegal de madeiras de terras indígenas no Maranhão","Operação Kreepym-Katejê aponta esquema de extração ilegal de madeira","Maranhão | Operação PF | Terra indígena | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/03/pf-combate-extracao-e-comercializacao-ilegal-de-madeiras-de-terras-indigenas-no-maranhao"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-fraude-em-beneficio-previdenciario-20a9aa97.md","PF combate fraude em benefício previdenciário","Investigados se deslocavam do Maranhão a Goiás para receberem benefício","Goiás | Operação PF | Fraude INSS | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/03/pf-combate-fraude-em-beneficio-previdenciario"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-fraude-em-licitacoes-e-desvio-de-recursos-do-fundeb-no-rn-abc33324.md","PF combate fraude em licitações e desvio de recursos do FUNDEB no RN","Estão sendo cumpridos quatro mandados de busca e apreensão","Operação PF | Rio Grande do Norte | Fraudes | Rio Grande do Norte","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/10/pf-combate-fraude-em-licitacoes-e-desvio-de-recursos-do-fundeb-no-rn"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-fraudes-bancarias-eletronicas-praticadas-contra-a-caixa-economica-federal-ccbf8f39.md","PF combate fraudes bancárias eletrônicas praticadas contra a Caixa Econômica Federal","São cumpridos mandados no interior de Alagoas","Alagoas | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/12/pf-combate-fraudes-bancarias-eletronicas-praticadas-contra-a-caixa-economica-federal"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-fraudes-em-licitacoes-corrupcao-e-desvios-de-recursos-publicos-em-prefeitura-do-rn-14701167.md","PF combate fraudes em licitações, corrupção e desvios de recursos públicos em prefeitura do RN","Operação Guaraíras cumpre cinco mandados judiciais nas cidade de Natal e Vera Cruz/RN","Operação PF | Destaque | Fraude à licitação | Desvio de recursos públicos | Corrupção","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/02/pf-combate-fraudes-em-licitacoes-corrupcao-e-desvios-de-recursos-publicos-em-prefeitura-do-rn"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-fraudes-envolvendo-recursos-federais-af2733a2.md","PF combate fraudes envolvendo recursos federais","Operação conjunta com a CGU cumpre 11 mandados em Pedreiras/MA","Operação PF | Orçamento Secreto | Destaque | Maranhão","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/03/pf-combate-fraudes-envolvendo-recursos-federais"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-fraudes-no-auxilio-reclusao-bd291ada.md","PF combate fraudes no Auxílio-Reclusão","Durante a Operação Falsi Captivi, foram cumpridos cinco mandados de prisão e cinco mandados de busca e apreensão no Amazonas, em Minas Gerais e no Paraná","Amazonas | Operação PF | Fraude | Auxílio-Reclusão","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/03/pf-combate-fraudes-no-auxilio-reclusao"
"ok","data_exemplo_noticias\noticias_markdown\pf-realiza-operacao-contra-furtos-a-caixas-eletronicos-f514a143.md","PF combate furtos a caixas eletrônicos em São Paulo","Operação Retentio cumpre mandados expedidos pela Justiça Federal de Piracicaba","Operação PF | Furtos | Caixa | São Paulo","https://www.gov.br/pf/pt-br/assuntos/noticias/2026/04/pf-realiza-operacao-contra-furtos-a-caixas-eletronicos"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-garimpo-ilegal-em-roraima-c437513f.md","PF combate garimpo ilegal em Roraima","Foram cumpridos dois mandados de busca e apreensão e sequestro de bens, com bloqueio superior a R$ 14 milhões","Operação PF | Roraima","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/11/pf-combate-garimpo-ilegal-em-roraima"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-grupo-especializado-em-importacao-clandestina-de-baterias-estrangeiras-e-lavagem-de-dinheiro-5abca111.md","PF combate grupo especializado em importação clandestina de baterias estrangeiras e lavagem de dinheiro","Operação Plata y Plomo apura a internalização de mais de 950 toneladas de baterias e de sucatas de baterias introduzidas ilicitamente no Brasil","Operação PF | Polícia Federal | Rio Grande do Sul","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/03/pf-combate-grupo-especializado-em-importacao-clandestina-de-baterias-estrangeiras-e-lavagem-de-dinheiro"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-importacao-ilegal-de-agrotoxicos-bf528e99.md","PF combate importação ilegal de agrotóxicos","Suspeita-se que os indivíduos envolvidos no crime possam estar utilizando da estrutura logística de empresa do ramo para acobertar a importação ilegal do produto","Operação PF | Mato Grosso | Agrotóxicos","https://www.gov.br/pf/pt-br/assuntos/noticias/2022/08/pf-combate-importacao-ilegal-de-agrotoxicos"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-riga-contra-invasao-cibernetica-e-fraudes-no-inss-eae8c61d.md","PF combate invasão cibernética e fraudes no INSS","Operação Riga cumpre três mandados contra esquema ilícito envolvendo sistemas da autarquia no DF","Distrito Federal | Operação PF | INSS | Fraude","https://www.gov.br/pf/pt-br/assuntos/noticias/2026/04/pf-deflagra-operacao-riga-contra-invasao-cibernetica-e-fraudes-no-inss"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-migracao-ilegal-em-mg-ccbf2985.md","PF combate migração ilegal em MG","Um morador de Itambacuri/MG desapareceu durante a travessia do México para os EUA.","MG | Operação PF | Migração Ilegal | Minas Gerais","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/11/pf-combate-migracao-ilegal-em-mg"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-o-comercio-ilegal-de-madeira-em-rondonia-60d11784.md","PF combate o comércio ilegal de madeira em Rondônia","Operação Domain apura que, mesmo preso, um dos investigados continuava no controle da prática criminosa","Operação PF | Destaque | Crime ambiental","https://www.gov.br/pf/pt-br/assuntos/noticias/2020/06-noticias-de-junho-de-2020/pf-combate-o-comercio-ilegal-de-madeira-em-rondonia"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-o-trafico-de-drogas-e-a-lavagem-de-dinheiro-em-sergipe-2fab3e34.md","PF combate o tráfico de drogas e a lavagem de dinheiro em Sergipe","Operação Tropicana cumpre 4 ordens judiciais no dia da deflagração (29/1) e mais 6 mandados de busca e um de prisão nesta segunda-feira (1/2)","Operação PF | Destaque | Tráfico de drogas | Lavagem de dinheiro","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/02/pf-combate-o-trafico-de-drogas-e-a-lavagem-de-dinheiro-em-sergipe"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-o-trafico-de-drogas-em-tres-estados-ea5735ae.md","PF combate o tráfico de drogas em três estados","Operação Paralelo 18/5 desarticula organização criminosa que transportava cocaína da fronteira com a Bolívia para o Nordeste do Brasil","Operação PF | Destaque | Tráfico de Drogas | Organização criminosa","https://www.gov.br/pf/pt-br/assuntos/noticias/2020/07-noticias-de-julho-de-2020/pf-combate-o-trafico-de-drogas-em-tres-estados"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-o-trafico-de-drogas-sinteticas-3246e3d0.md","PF combate o tráfico de drogas sintéticas","Operação Round II prende casal que remetia drogas via postal","Operação PF | Tráfico de Drogas | Palmas/TO | Goiânia/GO","https://www.gov.br/pf/pt-br/assuntos/noticias/2019/07/pf-combate-o-trafico-de-drogas-sinteticas"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-o-trafico-internacional-de-drogas-na-regiao-de-porto-esperidiao-mt-fronteira-do-brasil-7fc2bc6c.md","PF combate o tráfico internacional de drogas na região de Porto Esperidião/MT, fronteira do Brasil","No local das buscas, foram encontrados cerca de 46 kg de cocaína enterrados em um tambor","Operação PF | Destaque | Tráfico de drogas","https://www.gov.br/pf/pt-br/assuntos/noticias/2022/08/pf-combate-o-trafico-internacional-de-drogas-na-regiao-de-porto-esperidiao-mt-fronteira-do-brasil"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-organizacao-criminosa-cibernetica-em-tres-estados-brasileiros-f1e199dc.md","PF combate organização criminosa cibernética em três estados brasileiros","A ação destaca a importância da colaboração entre instituições para a proteção das instituições públicas e financeiras contra ataques dessa natureza","Paraná | Operação PF | Destaque | Desvios | CEF | Telêmaco Borba","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/04/pf-combate-organizacao-criminosa-cibernetica-em-tres-estados-brasileiros"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-organizacao-criminosa-de-trafico-de-animais-silvestres-a72df7cc.md","PF combate organização criminosa de tráfico de animais silvestres","Operação Extinção Zero cumpre 12 mandados de prisão e 22 de busca e apreensão em cinco estados","Bahia | Operação PF | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2026/03/pf-deflagra-operacao-contra-organizacao-criminosa-de-trafico-de-animais-silvestres"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-os-crimes-de-falsidade-ideologica-e-comercio-ilegal-de-municao-e-armamento-1-06840c7b.md","PF combate os crimes de falsidade ideológica e comércio ilegal de munição e armamento","Estão sendo cumpridos dois mandados de busca e apreensão em Imperatriz/MA","Operação PF | Maranhão | Falsidade ideológica | Comércio ilegal | Maranhão","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/09/pf-combate-os-crimes-de-falsidade-ideologica-e-comercio-ilegal-de-municao-e-armamento-1"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-trafico-interestadual-de-drogas-e-lavagem-de-dinheiro-018febb7.md","PF combate tráfico interestadual de drogas e lavagem de dinheiro","Ação visa responsáveis por enviar do Norte do país, entorpecentes para Paraíba e região.","PB | Operação PF | Tráfico de drogas | Acre","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/12/pf-combate-trafico-interestadual-de-drogas-e-lavagem-de-dinheiro"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-trafico-internacional-de-armas-1b19c81c.md","PF combate tráfico internacional de armas em Minas Gerais","Operação Scutum III cumpre 11 mandados de busca e apreensão e 2 de prisão temporária no Triângulo Mineiro","Minas Gerais | Operação PF | Uberlândia | Tráfico internacional de arma de fogo","https://www.gov.br/pf/pt-br/assuntos/noticias/2026/05/pf-combate-trafico-internacional-de-armas"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-trafico-internacional-de-drogas-em-rondonia-98d40b3e.md","PF combate tráfico internacional de drogas em Rondônia","Ação teve como objetivo o desmantelo de uma organização criminosa que se especializou no tráfico internacional de drogas","Rondônia | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/02/pf-combate-trafico-internacional-de-drogas-em-rondonia"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-trafico-internacional-de-drogas-por-meio-dos-portos-9608e116.md","PF combate tráfico internacional de drogas por meio dos portos","Ação é realizada pela Superintendência Regional da Polícia Federal no Ceará, com repercussão em outros sete estados e no exterior","Ceará | Operação PF | Tráfico internacional de drogas | Portos | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/03/pf-combate-trafico-internacional-de-drogas-por-meio-dos-portos"
"ok","data_exemplo_noticias\noticias_markdown\pf-combate-violacao-a-direitos-autorais-bd6c7eb0.md","PF combate violação a direitos autorais","Operação Barba Negra III cumpre sete mandados judiciais no interior de São Paulo","Operação PF | Violação de direitos autorais","https://www.gov.br/pf/pt-br/assuntos/noticias/2019/11/pf-combate-violacao-a-direitos-autorais"
"ok","data_exemplo_noticias\noticias_markdown\pf-cumpre-10-mandados-de-busca-e-apreensao-contra-fraudes-bancarias-na-bahia-8324028c.md","PF cumpre 10 mandados de busca e apreensão contra fraudes bancárias na Bahia","Ações ocorreram em Salvador, em Camaçari, em Lauro de Freitas, em Paulo Afonso e em Itabuna","Bahia | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2026/02/pf-cumpre-10-mandados-de-busca-e-apreensao-contra-fraudes-bancarias-na-bahia"
"ok","data_exemplo_noticias\noticias_markdown\pf-cumpre-30-mandados-em-repressao-ao-trafico-de-drogas-sinteticas-em-macapa-d40ed781.md","PF cumpre 30 mandados em repressão ao tráfico de drogas sintéticas em Macapá","Mais de 50 policias federais participam da ação","Operação PF | Polícia Federal | Amapá | Gaeco | PM/AP","https://www.gov.br/pf/pt-br/assuntos/noticias/2022/06/pf-cumpre-30-mandados-em-repressao-ao-trafico-de-drogas-sinteticas-em-macapa"
"ok","data_exemplo_noticias\noticias_markdown\pf-cumpre-mandado-de-busca-e-apreensao-em-salvador-ba-em-investigacao-contra-trafico-fc6b912f.md","PF cumpre mandado de busca e apreensão em Salvador/BA em investigação contra tráfico","A ação busca levantar dados, documentos e informações acerca de locatário de veículo apreendido com drogas em Ponta Porã/MS","Paraná | Operação PF | Mandado de busca | Salvador/BA","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/07/pf-cumpre-mandado-de-busca-e-apreensao-em-salvador-ba-em-investigacao-contra-trafico"
"ok","data_exemplo_noticias\noticias_markdown\pf-cumpre-mandado-de-busca-e-apreensao-por-crime-de-abuso-infantojuvenil-2-1236bd63.md","PF cumpre mandado de busca e apreensão por crime de abuso infantojuvenil","Investigado armazenava material ilícito","Operação PF | Polícia Federal | Goiás","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/06/pf-cumpre-mandado-de-busca-e-apreensao-por-crime-de-abuso-infantojuvenil-2"
"ok","data_exemplo_noticias\noticias_markdown\pf-cumpre-mandado-de-prisao-na-paraiba-2ec809ca.md","PF cumpre mandado de prisão na Paraíba","Mulher presa fora sentenciada pelos crimes de associação criminosa e peculato","Paraíba | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/08/pf-cumpre-mandado-de-prisao-na-paraiba"
"ok","data_exemplo_noticias\noticias_markdown\pf-cumpre-mandados-contra-trafico-por-via-postal-5fe0b6df.md","PF cumpre mandados contra tráfico por via postal","Empregado dos Correios é suspeito de envolvimento","Espírito Santo | Operação PF | Tráfico","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/01/pf-cumpre-mandados-contra-trafico-por-via-postal"
"ok","data_exemplo_noticias\noticias_markdown\pf-cumpre-mandados-de-busca-e-apreensao-contra-envolvidos-de-extracao-lavagem-e-venda-de-ouro-extraido-ilegalmente-2eed9e95.md","PF cumpre mandados de busca e apreensão contra envolvidos de extração, lavagem e venda de ouro extraído ilegalmente","Extração ilegal ocorreria em terra indígenas e unidades de conservação","Operação PF | Tocantins | Ouro ilegal","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/02/pf-cumpre-mandados-de-busca-e-apreensao-contra-envolvidos-de-extracao-lavagem-e-venda-de-ouro-extraido-ilegalmente"
"ok","data_exemplo_noticias\noticias_markdown\pf-cumpre-mandados-em-repressao-a-pornografia-infantil-aa972c1a.md","PF cumpre mandados em repressão à pornografia infantil","Ação ocorre nas cidades amapaenses de Macapá e Santana","Operação PF | Amapá | Pornografia Infantil","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/02/pf-cumpre-mandados-em-repressao-a-pornografia-infantil"
"ok","data_exemplo_noticias\noticias_markdown\pf-da-continuidade-ao-combate-de-fraudes-bancarias-ciberneticas-em-imperatriz-ma-cbc31953.md","PF dá continuidade ao combate de fraudes bancárias cibernéticas em Imperatriz/MA","Na Operação Laranja Eletrônica 2 foram cumpridos mandados de busca e apreensão contra investigados","Operação PF | Polícia Federal | Maranhão","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/06/pf-da-continuidade-ao-combate-de-fraudes-bancarias-ciberneticas-em-imperatriz-ma"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-6a-fase-da-operacao-lesa-patria-para-identificar-participantes-dos-ataques-do-dia-8-1-ae906275.md","PF deflagra 6ª fase da Operação Lesa Pátria para identificar participantes dos ataques do dia 8/1","Policiais federais cumprem oito mandados de prisão preventiva e mandados de busca e apreensão em cinco estados do país","Operação PF | Lesa Pátria | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/02/pf-deflagra-6a-fase-da-operacao-lesa-patria-para-identificar-participantes-dos-ataques-do-dia-8-1"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-a-9a-fase-da-operacao-calvario-c3bf58c8.md","PF deflagra a 9ª fase da Operação Calvário","Estão sendo investigados ilícitos na contratação e na execução dos serviços realizados por organizações sociais responsáveis pela gestão de unidades da saúde e da educação no Estado da Paraíba","Operação PF | Destaque | Fraude à licitação | Desvio de verbas públicas | Lavagem de capitais","https://www.gov.br/pf/pt-br/assuntos/noticias/2020/10-noticias-de-outubro-de-2020/pf-deflagra-a-9a-fase-da-operacao-calvario"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-a-operacao-alfeu-v-para-retirar-garimpos-ilegais-de-terras-indigenas-em-mt-19c4c846.md","PF deflagra a Operação Alfeu V para retirar garimpos ilegais de terras indígenas em MT","Participaram da Operação a PRF, o Exército Brasileiro, o CIOPAER/MT e a Funai.","Polícia Federal | Operação PF | Mato Grosso | terras indígenas | povos indígenas | garimpo ilegal | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2022/03/pf-deflagra-a-operacao-alfeu-v-para-retirar-garimpos-ilegais-de-terras-indigenas-em-mt"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-a-operacao-dark-sharing-em-combate-ao-abuso-sexual-infantojuvenil-em-ro-6e292a25.md","PF deflagra a Operação Dark Sharing em combate ao abuso sexual infantojuvenil em RO","Foi cumprido um mandado de busca e apreensão em razão do crime de armazenamento e compartilhamento de imagens de exploração sexual infantojuvenil","Operação PF | Polícia Federal | Abuso sexual infantojuvenil | Mandado de busca e apreensão | Rondônia","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/11/pf-deflagra-a-operacao-dark-sharing-em-combate-ao-abuso-sexual-infantojuvenil-em-ro"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-a-operacao-face-off-contra-fraudadores-de-contas-vinculadas-a-plataforma-gov-br-c70adc82.md","PF deflagra a operação Face Off contra fraudadores de contas vinculadas à Plataforma GOV.BR","Estão sendo cumpridos cinco mandados de prisão temporária e 16 mandados de busca e apreensão, expedidos pela Justiça Federal de Brasília, em nove estados","Polícia Federal | Operação PF | Distrito Federal","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/05/pf-deflagra-a-operacao-face-off-contra-fraudadores-de-contas-vinculadas-a-plataforma-gov.br"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-a-segunda-fase-da-operacao-bartimeu-3484b96e.md","PF deflagra a segunda fase da Operação Bartimeu","Os contratos investigados nesta fase da Operação giram em torno de R$ 1,7 milhão","Operação PF | Destaque | Lavagem de dinheiro | Corrupção","https://www.gov.br/pf/pt-br/assuntos/noticias/2022/09/pf-deflagra-a-segunda-fase-da-operacao-bartimeu"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-a-segunda-fase-da-operacao-contrafacao-em-niteroi-rj-5bf3b90d.md","PF deflagra a segunda fase da Operação Contrafação em Niterói/RJ","Um homem, que portava moeda falsa, foi preso em flagrante","Operação PF | Moeda falsa","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/04/pf-deflagra-a-segunda-fase-da-operacao-contrafacao-em-niteroi-rj"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-a-segunda-fase-da-operacao-encilhamento-ab1eb169.md","PF deflagra a segunda fase da Operação Encilhamento","Os mandados de hoje visam colher provas da ação do grupo criminoso sobre aplicações de recursos do Instituto de Previdência de Pouso Alegre – IPREM, no período de 2012 a 2018","Operação PF | Destaque | Fraude | Instituto de Previdência","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/10/pf-deflagra-a-segunda-fase-da-operacao-encilhamento"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-duas-operacoes-contra-crimes-de-abuso-sexual-infantojuvenil-em-pernambuco-608bde19.md","PF deflagra duas operações contra crimes de abuso sexual infantojuvenil em Pernambuco","Três mandados de busca e apreensão estão sendo cumpridos em Ipojuca, Cabo de Santo Agostinho e Gravatá","Operação PF | Polícia Federal | Abuso sexual infantojuvenil | Pernambuco","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/12/pf-deflagra-duas-operacoes-contra-crimes-de-abuso-sexual-infantojuvenil-em-pernambuco"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-no-para-operacao-para-combater-crimes-de-abusos-sexuais-contra-criancas-584bb226.md","PF deflagra no Pará Operação para combater crimes de abusos sexuais contra crianças","Operação Atrocitas: PF prende envolvido que teria cometido estupros contra crianças e registrado as cenas.","Operação PF | Polícia Federal | Destaque | Pará","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/04/pf-deflagra-no-para-operacao-para-combater-crimes-de-abusos-sexuais-contra-criancas"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-armadeira-2-no-rio-de-janeiro-902c54db.md","PF deflagra Operação ARMADEIRA 2 no Rio de Janeiro","Estão sendo cumpridas 46 mandados de busca na capital e nas cidades de Nova Iguaçu, Niterói, Silva Jardim e Teresópolis","Operação PF | Destaque | Corrupção | Lavagem de dinheiro | Organização criminosa","https://www.gov.br/pf/pt-br/assuntos/noticias/2020/11-noticias-de-novembro-de-2020/pf-deflagra-operacao-armadeira-2-no-rio-de-janeiro"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-caos-contra-fraudes-bancarias-58b308dd.md","PF deflagra Operação Caos contra fraudes bancárias","As investigações tiveram início após a denúncia de uma vítima que descobriu a abertura indevida de conta bancária em seu nome, com a contratação fraudulenta de produtos de crédito que somavam mais de R$ 64 mil","Operação PF | Polícia Federal | Rio de Janeiro","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/05/pf-deflagra-operacao-caos-contra-fraudes-bancarias"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-abuso-sexual-infantojuvenil-em-arroio-grande-rs-865d478c.md","PF deflagra operação contra abuso sexual infantojuvenil em Arroio Grande/RS","Foram cumpridos dois mandados de busca e apreensão com a finalidade de coibir este crime previsto no Estatuto da Criança e do Adolescente","Rio Grande do Sul | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/11/pf-deflagra-operacao-contra-abuso-sexual-infantojuvenil-em-arroio-grande-rs"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-abuso-sexual-infantojuvenil-no-sul-fluminense-32adbbb7.md","PF deflagra operação contra abuso sexual infantojuvenil no Sul Fluminense","Mandado de busca e apreensão foi cumprido na residência de investigado em Volta Redonda/RJ.","Operação PF | abuso sexual infantil | Rio de Janeiro","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/07/pf-deflagra-operacao-contra-abuso-sexual-infantojuvenil-no-sul-fluminense"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-compra-e-venda-de-moeda-falsa-em-maceio-36f6b769.md","PF deflagra operação contra compra e venda de moeda falsa em Maceió","Ação apura envio de cédulas falsificadas pelos Correios","Polícia Federal | Operação PF | Alagoas","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/10/pf-deflagra-operacao-contra-compra-e-venda-de-moeda-falsa-em-maceio"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-crimes-de-abuso-sexual-infantil-e1b8818f.md","PF deflagra operação contra crimes de abuso sexual infantil","Mandados foram cumpridos no Rio Grande do Norte, Paraíba e Ceará","Operação PF | Rio Grande do Norte","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/10/pf-deflagra-operacao-contra-crimes-de-abuso-sexual-infantil"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-crimes-de-abuso-sexual-infantil-no-rio-grande-do-norte-516fd9cc.md","PF deflagra operação contra crimes de abuso sexual infantil no Rio Grande do Norte","A operação investiga a produção, armazenamento e compartilhamento de imagens de abuso sexual envolvendo crianças e adolescentes","Operação PF | Polícia Federal | Rio Grande do Norte","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/06/pf-deflagra-operacao-contra-crimes-de-abuso-sexual-infantil-no-rio-grande-do-norte"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-crimes-ambientais-80a2c438.md","PF deflagra operação contra extração mineral ilegal em MG","Estão sendo cumpridos 18 mandados de busca e apreensão em MG","Operação PF | Minas Gerais | Crimes ambientais","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/09/pf-deflagra-operacao-contra-crimes-ambientais"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-fabricacao-e-distribuicao-de-cedulas-falsas-fdf31d99.md","PF deflagra operação contra fabricação e distribuição de cédulas falsas","Suspeitos estariam fabricando e distribuindo cédulas falsas por todo o território nacional","São Paulo | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2026/01/pf-deflagra-operacao-contra-fabricacao-e-distribuicao-de-cedulas-falsas"
